"id";"nama_kel";"kecamatan";"laki_laki";"perempuan";"KK";"rw";"rt";"islam";"kristen";"katholik";"hindu";"budha";"konghuchu";"lainya";"belum_kawin_lakilaki";"kawin_lakilaki";"cerai_hidup_lakilaki";"cerai_mati_lakilaki";"belum_kawin_perempuan";"kawin_perempuan";"cerai_hidup_perempuan";"cerai_mati_perempuan";"belumsekolah_lakilaki";"belumtamatSD_lakilaki";"sd/sederajat_lakilaki";"smp/sederajat_lakilaki";"sma/sederajat_lakilaki";"di/dii_lakilaki";"diii_lakilaki";"s1/div_lakilaki";"s2_lakilaki";"s3_lakilaki";"belumsekolah_perempuan";"belumtamatSD_perempuan";"sd/sederajat_perempuan";"smp/sederajat_perempuan";"sma/sederajat_perempuan";"di/dii_perempuan";"diii_perempuan";"s1/div_perempuan";"s2_perempuan";"s3_perempuan";"lakilaki_AKUNTAN";"lakilaki_ANGGOTA_DPRD_KABUPATEN/KOTA";"lakilaki_ANGGOTA_DPR-RI";"lakilaki_APOTEKER";"lakilaki_ARSITEK";"lakilaki_BELUM/TIDAK_BEKERJA";"lakilaki_BIARAWATI";"lakilaki_BIDAN";"lakilaki_BURUH_HARIAN_LEPAS";"lakilaki_BURUH_NELAYAN/PERIKANAN";"lakilaki_BURUH_PETERNAKAN";"lakilaki_BURUH_TANI/PERKEBUNAN";"lakilaki_DOKTER";"lakilaki_DOSEN";"lakilaki_GURU";"lakilaki_IMAM_MESJID";"lakilaki_INDUSTRI";"lakilaki_JURU_MASAK";"lakilaki_KARYAWAN_BUMD";"lakilaki_KARYAWAN_BUMN";"lakilaki_KARYAWAN_HONORER";"lakilaki_KARYAWAN_SWASTA";"lakilaki_KEPOLISIAN_RI";"lakilaki_KONSTRUKSI";"lakilaki_KONSULTAN";"lakilaki_LAINNYA";"lakilaki_MEKANIK";"lakilaki_MENGURUS_RUMAH_TANGGA";"lakilaki_NELAYAN/PERIKANAN";"lakilaki_NOTARIS";"lakilaki_PARAJI";"lakilaki_PASTOR";"lakilaki_PEDAGANG";"lakilaki_PEGAWAI_NEGERI_SIPIL";"lakilaki_PELAJAR/MAHASISWA";"lakilaki_PELAUT";"lakilaki_PEMBANTU_RUMAH_TANGGA";"lakilaki_PENATA_BUSANA";"lakilaki_PENATA_RAMBUT";"lakilaki_PENATA_RIAS";"lakilaki_PENDETA";"lakilaki_PENELITI";"lakilaki_PENGACARA";"lakilaki_PENSIUNAN";"lakilaki_PENTERJEMAH";"lakilaki_PENYIAR_RADIO";"lakilaki_PERANCANG_BUSANA";"lakilaki_PERANGKAT_DESA";"lakilaki_PERAWAT";"lakilaki_PERDAGANGAN";"lakilaki_PETANI/PEKEBUN";"lakilaki_PETERNAK";"lakilaki_PIALANG";"lakilaki_PILOT";"lakilaki_PSIKIATER/PSIKOLOG";"lakilaki_SENIMAN";"lakilaki_SOPIR";"lakilaki_TABIB";"lakilaki_TENTARA_NASIONAL_INDONESIA";"lakilaki_TRANSPORTASI";"lakilaki_TUKANG_BATU";"lakilaki_TUKANG_CUKUR";"lakilaki_TUKANG_GIGI";"lakilaki_TUKANG_JAHIT";"lakilaki_TUKANG_KAYU";"lakilaki_TUKANG_LAS/PANDAI_BESI";"lakilaki_TUKANG_LISTRIK";"lakilaki_TUKANG_SOL_SEPATU";"lakilaki_USTADZ/MUBALIGH";"lakilaki_WAKIL_WALIKOTA";"lakilaki_WALIKOTA";"lakilaki_WARTAWAN";"lakilaki_WIRASWASTA";"perempuan_AKUNTAN";"perempuan_ANGGOTA_DPRD_KABUPATEN/KOTA";"perempuan_ANGGOTA_DPR-RI";"perempuan_APOTEKER";"perempuan_ARSITEK";"perempuan_BELUM/TIDAK_BEKERJA";"perempuan_BIARAWATI";"perempuan_BIDAN";"perempuan_BURUH_HARIAN_LEPAS";"perempuan_BURUH_NELAYAN/PERIKANAN";"perempuan_BURUH_PETERNAKAN";"perempuan_BURUH_TANI/PERKEBUNAN";"perempuan_DOKTER";"perempuan_DOSEN";"perempuan_GURU";"perempuan_IMAM_MESJID";"perempuan_INDUSTRI";"perempuan_JURU_MASAK";"perempuan_KARYAWAN_BUMD";"perempuan_KARYAWAN_BUMN";"perempuan_KARYAWAN_HONORER";"perempuan_KARYAWAN_SWASTA";"perempuan_KEPOLISIAN_RI";"perempuan_KONSTRUKSI";"perempuan_KONSULTAN";"perempuan_LAINNYA";"perempuan_MEKANIK";"perempuan_MENGURUS_RUMAH_TANGGA";"perempuan_NELAYAN/PERIKANAN";"perempuan_NOTARIS";"perempuan_PARAJI";"perempuan_PASTOR";"perempuan_PEDAGANG";"perempuan_PEGAWAI_NEGERI_SIPIL";"perempuan_PELAJAR/MAHASISWA";"perempuan_PELAUT";"perempuan_PEMBANTU_RUMAH_TANGGA";"perempuan_PENATA_BUSANA";"perempuan_PENATA_RAMBUT";"perempuan_PENATA_RIAS";"perempuan_PENDETA";"perempuan_PENELITI";"perempuan_PENGACARA";"perempuan_PENSIUNAN";"perempuan_PENTERJEMAH";"perempuan_PENYIAR_RADIO";"perempuan_PERANCANG_BUSANA";"perempuan_PERANGKAT_DESA";"perempuan_PERAWAT";"perempuan_PERDAGANGAN";"perempuan_PETANI/PEKEBUN";"perempuan_PETERNAK";"perempuan_PIALANG";"perempuan_PILOT";"perempuan_PSIKIATER/PSIKOLOG";"perempuan_SENIMAN";"perempuan_SOPIR";"perempuan_TABIB";"perempuan_TENTARA_NASIONAL_INDONESIA";"perempuan_TRANSPORTASI";"perempuan_TUKANG_BATU";"perempuan_TUKANG_CUKUR";"perempuan_TUKANG_GIGI";"perempuan_TUKANG_JAHIT";"perempuan_TUKANG_KAYU";"perempuan_TUKANG_LAS/PANDAI_BESI";"perempuan_TUKANG_LISTRIK";"perempuan_TUKANG_SOL_SEPATU";"perempuan_USTADZ/MUBALIGH";"perempuan_WAKIL_WALIKOTA";"perempuan_WALIKOTA";"perempuan_WARTAWAN";"perempuan_WIRASWASTA"
"33";"Cibeuti";"Kawalu";"5655";"5340";"3465";"12";"44";"10995";"0";"0";"0";"0";"0";"0";"2944";"2592";"55";"64";"2203";"2624";"113";"400";"997";"614";"2";"921";"871";"8";"16";"96";"10";"0";"953";"520";"2";"832";"716";"14";"37";"83";"1";"1";"0";"0";"0";"1";"0";"1153";"0";"0";"1869";"1";"0";"18";"0";"1";"8";"0";"0";"0";"0";"4";"7";"139";"7";"0";"0";"0";"0";"2";"1";"0";"0";"0";"28";"37";"1236";"1";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"4";"11";"6";"0";"0";"0";"0";"0";"3";"0";"2";"0";"1";"0";"0";"4";"0";"0";"0";"0";"13";"0";"0";"0";"1080";"0";"0";"0";"2";"0";"1070";"0";"10";"252";"0";"0";"5";"0";"0";"21";"0";"0";"0";"1";"1";"17";"66";"0";"0";"0";"0";"0";"2741";"0";"0";"1";"0";"7";"16";"1040";"0";"6";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"4";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"64"
"34";"Cilamajang";"Kawalu";"4370";"4092";"2726";"13";"64";"8462";"0";"0";"0";"0";"0";"0";"2237";"2019";"55";"59";"1669";"2012";"124";"287";"662";"484";"1";"871";"789";"15";"32";"109";"10";"2";"624";"438";"1";"757";"692";"16";"38";"106";"3";"0";"0";"0";"0";"1";"0";"774";"0";"0";"1616";"0";"0";"8";"1";"3";"7";"0";"1";"0";"2";"4";"12";"126";"4";"0";"0";"0";"0";"2";"0";"0";"0";"0";"14";"25";"1049";"1";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"5";"5";"4";"0";"0";"0";"0";"0";"7";"0";"2";"1";"0";"0";"0";"7";"0";"0";"0";"0";"6";"0";"0";"0";"666";"0";"0";"0";"1";"0";"704";"0";"7";"771";"0";"0";"3";"3";"0";"22";"0";"1";"0";"0";"2";"16";"46";"0";"0";"0";"0";"0";"2109";"0";"0";"0";"0";"3";"29";"897";"0";"1";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"4";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56"
"35";"Gununggede";"Kawalu";"4645";"4323";"2918";"15";"52";"8959";"4";"5";"0";"0";"0";"0";"2353";"2168";"72";"52";"1729";"2137";"144";"313";"828";"501";"1";"742";"922";"25";"55";"234";"26";"1";"694";"425";"1";"708";"802";"26";"60";"226";"11";"0";"0";"1";"0";"1";"0";"938";"0";"0";"1443";"0";"0";"9";"0";"5";"24";"1";"0";"0";"2";"11";"22";"255";"22";"0";"0";"0";"4";"1";"0";"0";"0";"0";"40";"97";"1070";"3";"0";"0";"1";"0";"0";"0";"0";"46";"0";"0";"0";"0";"3";"11";"12";"1";"0";"0";"0";"0";"26";"0";"16";"1";"0";"0";"0";"8";"1";"1";"0";"0";"8";"0";"0";"0";"561";"0";"0";"0";"1";"0";"767";"0";"6";"111";"0";"0";"2";"0";"3";"47";"0";"0";"0";"3";"5";"23";"105";"0";"0";"1";"0";"0";"2139";"0";"0";"0";"0";"16";"88";"904";"0";"2";"1";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"7";"2";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"57"
"36";"Gunungtandala";"Kawalu";"5372";"5105";"3359";"18";"82";"10457";"6";"14";"0";"0";"0";"0";"2668";"2573";"62";"69";"2064";"2575";"138";"328";"937";"540";"2";"868";"936";"23";"57";"287";"27";"1";"847";"515";"2";"831";"791";"36";"75";"268";"7";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1777";"0";"0";"23";"0";"5";"18";"0";"0";"0";"5";"26";"31";"276";"31";"1";"1";"0";"1";"0";"0";"0";"0";"0";"56";"108";"1185";"2";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"0";"0";"5";"23";"13";"1";"0";"0";"0";"0";"11";"0";"10";"0";"1";"0";"0";"5";"1";"0";"1";"0";"15";"0";"0";"2";"611";"0";"0";"0";"1";"0";"940";"0";"17";"165";"0";"0";"5";"0";"3";"33";"0";"0";"0";"2";"7";"32";"105";"2";"0";"0";"0";"0";"2478";"0";"0";"0";"0";"6";"112";"1081";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"4";"10";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"3";"0";"0";"0";"77"
"37";"Karanganyar";"Kawalu";"5365";"5091";"3388";"14";"54";"10456";"0";"0";"0";"0";"0";"0";"2661";"2596";"45";"63";"2102";"2561";"122";"306";"930";"485";"2";"920";"621";"6";"20";"88";"7";"0";"872";"493";"2";"873";"525";"10";"30";"86";"1";"0";"0";"0";"0";"0";"0";"1043";"0";"0";"2325";"0";"0";"20";"0";"2";"6";"0";"0";"0";"2";"2";"18";"131";"1";"0";"1";"0";"2";"1";"0";"0";"0";"0";"32";"37";"1110";"1";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"4";"2";"9";"0";"0";"0";"0";"0";"9";"0";"5";"0";"0";"0";"0";"2";"0";"0";"0";"0";"4";"0";"0";"0";"572";"0";"0";"0";"0";"0";"970";"0";"9";"199";"0";"0";"4";"0";"1";"16";"0";"0";"0";"0";"0";"9";"42";"0";"0";"0";"0";"0";"2696";"0";"0";"0";"0";"8";"28";"1033";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"1";"0";"3";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"52"
"38";"Karsamenak";"Kawalu";"8653";"8495";"5628";"25";"102";"17083";"43";"13";"0";"5";"4";"0";"4192";"4231";"134";"96";"3477";"4184";"275";"559";"1";"863";"2";"1";"2";"40";"137";"546";"85";"2";"1";"832";"2";"1";"2";"59";"191";"496";"45";"3";"0";"0";"1";"1";"0";"1611";"0";"0";"2635";"0";"1";"16";"4";"18";"33";"0";"1";"0";"4";"50";"49";"618";"22";"0";"2";"2";"6";"2";"0";"0";"0";"0";"1120";"181";"1944";"1";"0";"0";"0";"0";"0";"0";"2";"145";"0";"0";"0";"0";"9";"32";"13";"0";"0";"0";"0";"0";"40";"0";"12";"0";"2";"1";"1";"25";"2";"0";"0";"1";"8";"0";"0";"1";"1035";"0";"0";"0";"1";"0";"1550";"0";"19";"241";"0";"0";"3";"3";"21";"66";"0";"0";"0";"4";"18";"56";"304";"0";"0";"0";"0";"0";"3931";"0";"0";"0";"0";"49";"161";"1779";"0";"2";"0";"0";"2";"0";"0";"1";"68";"0";"0";"0";"0";"12";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"188"
"39";"Leuwiliang";"Kawalu";"3293";"3077";"2148";"8";"34";"6370";"0";"0";"0";"0";"0";"0";"1588";"1595";"73";"37";"1169";"1596";"102";"210";"543";"339";"1";"519";"419";"6";"12";"63";"2";"0";"481";"287";"1";"528";"305";"8";"26";"50";"0";"0";"0";"1";"0";"1";"0";"622";"0";"0";"1612";"0";"0";"10";"1";"1";"2";"0";"0";"0";"0";"2";"12";"59";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"35";"687";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"1";"4";"6";"0";"0";"0";"0";"0";"6";"0";"3";"1";"0";"0";"0";"3";"0";"0";"0";"0";"7";"0";"0";"1";"191";"0";"0";"0";"0";"0";"552";"0";"3";"202";"0";"0";"5";"1";"1";"9";"0";"0";"0";"0";"1";"14";"31";"0";"0";"0";"0";"0";"1618";"0";"0";"0";"0";"2";"19";"582";"0";"1";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"3";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"14"
"40";"Talagasari";"Kawalu";"3888";"3497";"2406";"9";"32";"7385";"0";"0";"0";"0";"0";"0";"1977";"1817";"54";"40";"1372";"1786";"111";"228";"670";"398";"1";"690";"698";"17";"33";"116";"6";"0";"595";"343";"1";"639";"517";"19";"37";"93";"2";"0";"0";"0";"0";"1";"0";"765";"0";"0";"1378";"0";"0";"14";"0";"1";"7";"1";"0";"0";"2";"8";"16";"185";"4";"0";"0";"0";"1";"1";"0";"0";"0";"0";"23";"40";"851";"1";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"0";"0";"2";"4";"13";"0";"0";"0";"0";"0";"17";"0";"2";"0";"0";"0";"0";"6";"2";"0";"0";"0";"11";"0";"0";"2";"491";"0";"0";"0";"0";"0";"625";"0";"5";"105";"0";"0";"9";"1";"0";"12";"0";"0";"0";"1";"2";"16";"76";"1";"0";"0";"0";"0";"1856";"0";"0";"1";"0";"4";"32";"685";"0";"2";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"50"
"41";"Tanjung";"Kawalu";"4503";"4109";"2733";"9";"34";"8611";"1";"0";"0";"0";"0";"0";"1977";"1817";"54";"40";"1372";"1786";"111";"228";"827";"487";"2";"774";"603";"10";"17";"78";"7";"0";"727";"415";"2";"714";"479";"12";"37";"86";"5";"0";"0";"0";"0";"0";"0";"893";"0";"0";"1630";"1";"0";"8";"0";"0";"11";"0";"0";"0";"0";"2";"6";"83";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"18";"1023";"0";"0";"0";"0";"0";"0";"0";"1";"10";"0";"0";"0";"0";"1";"4";"9";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"15";"0";"0";"0";"774";"0";"0";"0";"1";"0";"792";"0";"9";"197";"0";"0";"2";"1";"0";"20";"0";"0";"0";"0";"2";"9";"40";"1";"0";"0";"0";"0";"2117";"0";"0";"0";"0";"2";"16";"801";"0";"1";"0";"0";"1";"0";"0";"0";"8";"0";"0";"0";"0";"1";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83"
"42";"Urug";"Kawalu";"4761";"4454";"2974";"13";"50";"9215";"0";"0";"0";"0";"0";"0";"2334";"2314";"63";"50";"1761";"2319";"104";"270";"811";"532";"2";"741";"660";"5";"20";"79";"7";"0";"776";"448";"2";"671";"501";"12";"35";"77";"2";"0";"0";"0";"0";"0";"0";"923";"0";"0";"2075";"0";"0";"24";"2";"0";"7";"1";"0";"0";"1";"6";"4";"141";"3";"3";"0";"0";"4";"1";"0";"0";"0";"0";"25";"50";"1053";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"0";"0";"4";"9";"14";"0";"0";"0";"0";"0";"18";"0";"5";"1";"0";"0";"0";"4";"1";"0";"0";"0";"9";"0";"0";"0";"339";"0";"0";"0";"0";"0";"878";"0";"5";"157";"0";"0";"6";"0";"0";"7";"0";"0";"0";"1";"0";"17";"53";"0";"0";"1";"0";"0";"2405";"0";"0";"0";"0";"12";"30";"827";"0";"2";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"1";"3";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32"
"43";"Cigantang";"Mangkubumi";"5473";"5177";"3500";"13";"55";"10632";"18";"0";"0";"0";"0";"0";"2681";"2612";"87";"93";"2012";"2617";"150";"398";"781";"561";"2";"834";"989";"15";"26";"138";"18";"0";"728";"463";"2";"804";"856";"26";"38";"133";"7";"0";"0";"0";"0";"2";"0";"923";"0";"0";"2278";"0";"0";"29";"0";"3";"14";"1";"0";"0";"0";"15";"19";"252";"16";"1";"0";"0";"6";"1";"1";"0";"0";"0";"42";"49";"1156";"1";"0";"0";"0";"0";"0";"0";"1";"31";"0";"0";"0";"0";"1";"22";"17";"0";"0";"0";"0";"1";"8";"0";"3";"4";"0";"1";"0";"16";"4";"0";"0";"13";"6";"0";"0";"1";"535";"0";"1";"0";"1";"0";"847";"0";"7";"245";"0";"0";"20";"1";"1";"1";"0";"0";"0";"0";"5";"35";"97";"0";"0";"0";"0";"0";"2719";"0";"0";"0";"0";"13";"36";"1059";"0";"4";"0";"0";"0";"0";"0";"0";"15";"0";"0";"0";"0";"4";"4";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"30"
"44";"Cipari";"Mangkubumi";"5000";"4911";"3355";"13";"64";"9901";"5";"4";"0";"1";"0";"0";"2355";"2481";"82";"82";"1923";"2449";"165";"374";"819";"463";"1";"782";"1";"23";"66";"227";"13";"1";"785";"424";"2";"810";"974";"26";"88";"235";"10";"0";"0";"1";"0";"0";"0";"972";"0";"0";"1582";"0";"0";"19";"0";"2";"21";"0";"0";"0";"8";"15";"34";"323";"11";"0";"0";"0";"1";"1";"0";"0";"0";"0";"33";"78";"1034";"0";"0";"0";"0";"0";"0";"0";"2";"67";"0";"0";"0";"0";"5";"22";"12";"1";"0";"0";"0";"1";"11";"0";"5";"2";"2";"1";"0";"6";"1";"0";"0";"0";"6";"0";"0";"1";"720";"0";"0";"0";"0";"0";"881";"0";"16";"94";"0";"0";"7";"1";"2";"37";"0";"0";"0";"3";"8";"39";"216";"1";"0";"0";"0";"0";"2457";"0";"0";"0";"0";"17";"80";"937";"0";"2";"0";"0";"0";"0";"0";"0";"39";"0";"0";"0";"0";"8";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"57"
"45";"Cipawitra";"Mangkubumi";"4106";"4092";"2651";"11";"48";"8197";"1";"0";"0";"0";"0";"0";"2025";"1977";"55";"49";"1695";"2001";"113";"283";"724";"419";"1";"696";"766";"18";"46";"133";"12";"1";"651";"437";"1";"671";"653";"31";"49";"150";"3";"0";"0";"0";"0";"0";"0";"857";"0";"0";"1285";"1";"0";"21";"0";"4";"6";"1";"0";"0";"1";"15";"14";"265";"42";"1";"0";"0";"2";"3";"0";"0";"0";"0";"17";"59";"894";"1";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"0";"1";"2";"17";"17";"1";"0";"0";"0";"0";"27";"0";"9";"0";"5";"2";"0";"11";"0";"1";"0";"0";"9";"0";"0";"0";"472";"0";"0";"0";"2";"0";"765";"0";"4";"73";"0";"0";"5";"0";"2";"19";"0";"0";"0";"0";"6";"28";"114";"1";"0";"0";"0";"0";"2079";"0";"0";"0";"0";"9";"40";"877";"0";"3";"0";"0";"1";"0";"0";"0";"7";"0";"0";"0";"0";"2";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"47"
"46";"Karikil";"Mangkubumi";"4665";"4401";"2860";"12";"51";"9065";"1";"0";"0";"0";"0";"0";"2420";"2136";"49";"60";"1818";"2146";"122";"315";"832";"451";"2";"777";"728";"9";"27";"82";"3";"1";"733";"467";"2";"654";"601";"14";"31";"83";"1";"0";"0";"0";"0";"0";"0";"971";"0";"0";"1839";"0";"0";"12";"0";"0";"4";"3";"0";"0";"0";"4";"23";"188";"1";"3";"0";"0";"6";"1";"0";"0";"0";"0";"46";"29";"961";"0";"0";"0";"1";"0";"0";"0";"1";"19";"0";"0";"0";"0";"5";"15";"11";"2";"0";"0";"0";"0";"18";"0";"0";"2";"0";"0";"1";"11";"7";"0";"0";"1";"15";"0";"0";"0";"465";"0";"0";"0";"0";"0";"849";"0";"9";"217";"0";"0";"4";"0";"0";"18";"0";"0";"0";"1";"2";"27";"59";"0";"0";"0";"0";"0";"2249";"0";"0";"1";"0";"15";"26";"876";"0";"5";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"5";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"20"
"47";"Linggajaya";"Mangkubumi";"9995";"9671";"6297";"18";"111";"19408";"198";"39";"0";"21";"0";"0";"5075";"4632";"161";"127";"4018";"4711";"355";"587";"2";"1";"3";"2";"2";"30";"97";"347";"30";"1";"2";"962";"3";"2";"2";"49";"118";"369";"17";"0";"0";"1";"0";"0";"0";"2098";"0";"0";"2562";"0";"0";"16";"4";"9";"18";"1";"0";"0";"7";"24";"38";"553";"14";"2";"0";"0";"3";"1";"0";"0";"0";"0";"305";"95";"2167";"4";"0";"0";"1";"0";"1";"0";"2";"78";"0";"0";"0";"0";"3";"72";"8";"0";"0";"0";"0";"1";"35";"0";"10";"3";"0";"0";"0";"2";"1";"2";"1";"2";"11";"0";"0";"0";"1840";"0";"0";"0";"1";"0";"1811";"0";"19";"211";"0";"0";"1";"3";"5";"54";"0";"0";"0";"3";"9";"67";"267";"1";"1";"0";"0";"0";"4806";"0";"0";"0";"0";"83";"93";"1991";"0";"2";"0";"1";"0";"0";"0";"0";"20";"0";"0";"0";"0";"10";"17";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"193"
"48";"Mangkubumi";"Mangkubumi";"8075";"7890";"5147";"18";"85";"15777";"148";"34";"5";"1";"0";"0";"4006";"3871";"100";"98";"3246";"3865";"267";"512";"1";"788";"2";"1";"2";"49";"154";"580";"65";"3";"1";"734";"2";"1";"2";"90";"194";"551";"45";"1";"0";"0";"0";"2";"0";"1521";"0";"0";"1967";"0";"0";"6";"6";"14";"46";"1";"1";"0";"21";"41";"44";"693";"30";"0";"0";"0";"7";"1";"0";"0";"0";"0";"92";"216";"1842";"3";"0";"0";"0";"0";"0";"0";"0";"123";"0";"0";"0";"0";"6";"39";"6";"2";"0";"0";"0";"0";"36";"0";"19";"8";"1";"0";"0";"2";"0";"0";"0";"2";"8";"0";"0";"2";"1267";"0";"0";"0";"4";"0";"1362";"0";"18";"186";"0";"0";"4";"6";"6";"85";"0";"0";"0";"7";"17";"89";"369";"1";"0";"0";"0";"0";"3594";"0";"0";"0";"0";"45";"232";"1715";"0";"1";"0";"0";"0";"0";"0";"0";"57";"0";"0";"0";"0";"15";"14";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"146"
"49";"Sambongjaya";"Mangkubumi";"7725";"7619";"4877";"15";"80";"15073";"206";"61";"0";"4";"0";"0";"3849";"3710";"95";"71";"3209";"3689";"250";"471";"1";"799";"2";"1";"2";"44";"148";"593";"77";"6";"1";"703";"2";"1";"2";"90";"170";"576";"33";"2";"0";"1";"0";"1";"0";"1535";"0";"0";"1971";"0";"1";"14";"4";"17";"44";"2";"0";"0";"16";"66";"35";"638";"18";"2";"0";"0";"9";"1";"0";"0";"0";"0";"86";"194";"1754";"2";"0";"0";"0";"0";"0";"0";"1";"140";"0";"0";"0";"0";"9";"20";"9";"0";"0";"0";"0";"3";"28";"0";"14";"0";"0";"0";"0";"12";"0";"2";"0";"2";"19";"0";"0";"6";"1049";"0";"0";"0";"4";"0";"1459";"0";"12";"212";"0";"0";"2";"4";"7";"93";"0";"0";"0";"7";"28";"33";"358";"0";"0";"0";"0";"1";"3340";"0";"1";"1";"0";"36";"193";"1573";"0";"0";"0";"0";"0";"0";"1";"0";"73";"0";"0";"0";"0";"12";"12";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"149"
"50";"Sambongpari";"Mangkubumi";"4685";"4416";"2905";"10";"47";"9087";"0";"7";"0";"7";"0";"0";"2344";"2208";"73";"60";"1839";"2187";"125";"265";"776";"510";"2";"734";"963";"16";"31";"119";"4";"0";"709";"437";"1";"742";"861";"27";"44";"140";"5";"0";"0";"0";"0";"0";"0";"897";"0";"0";"1611";"1";"0";"8";"1";"1";"7";"0";"0";"0";"1";"11";"21";"265";"4";"0";"1";"0";"4";"1";"0";"0";"1";"0";"59";"31";"1063";"1";"0";"0";"0";"0";"0";"0";"1";"33";"0";"0";"0";"0";"0";"30";"11";"3";"0";"0";"0";"0";"38";"0";"2";"0";"0";"0";"0";"0";"3";"1";"1";"4";"13";"0";"0";"0";"556";"0";"0";"0";"2";"0";"798";"0";"8";"127";"0";"0";"2";"0";"2";"21";"0";"0";"0";"0";"1";"13";"130";"0";"0";"0";"0";"0";"2208";"0";"0";"1";"0";"17";"36";"948";"0";"2";"0";"0";"1";"0";"0";"0";"21";"0";"0";"0";"0";"2";"18";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"52"
